# 64 8   15
     0.00000000        4.9476054183        4.9476059286        6.0046326014       52.6853285943       52.6853287545       73.3684905321       77.2794546883       77.2794547322      101.1468578638      101.1468578857      113.6199898994      119.8874330212      119.8874330802      154.4862720160      166.7383090036
     0.03427327       24.7156524090       25.1969136319       33.6455900894       50.9100398993       54.8015156060       64.4546753449       96.1119698694       99.3412578236      101.3327950131      106.7339242681      116.4795498694      118.1004438495      119.0324409667      149.8776058047      162.1874104201
     0.06854654       37.9590757910       42.9137831952       49.7417631517       50.6086401699       60.5951387662       66.3708646605       95.3572406417       95.5623581132      103.3619716510      107.8415225574      112.2882484352      115.5552775166      132.9473625353      146.0052115686      154.9785597998
     0.10281980       43.2986453861       44.0428848299       60.8291575786       61.0215827141       66.1400119395       82.0334528230       91.6749457072       97.0883994869      101.1489842182      101.3854200424      106.7887625755      112.4532233498      116.4864357693      132.9740554889      152.8065503013
     0.13709307       40.4513796231       45.9249222005       67.8960551218       68.9053101274       70.4962920521       75.6382459716       88.9505264632       91.9484794556       99.8775815660      104.5101472584      106.5921434584      110.8610864979      112.8443328698      130.3189261697      149.9451061291
     0.17136634       45.9298510505       46.3886463788       58.4231026235       59.1446659145       66.2451223008       80.7348308037       92.5715615489       96.9886885457      100.3057557171      103.1747132665      107.9523735690      110.2063134651      117.0547558387      133.5185687043      153.3421649425
     0.20563961       36.3459089867       40.8118655878       48.5033517462       52.4505246502       63.1574628926       68.2719131354       94.8197111646       97.0494721379      103.3432300619      106.2755019200      111.2795597801      114.3723801165      133.3340686110      145.9505175387      155.0207521352
     0.23991288       19.9243470412       20.9799583835       35.9319293605       53.3934083814       53.5881912746       66.4932700914       90.2250067865       98.9667535588      100.2058481322      105.4666436255      117.5147785771      117.6854289962      120.9993628878      147.2078523426      161.8472987244
     0.23991288       24.7156554164       25.1969069900       33.6456000763       50.9100401808       54.8015150885       64.4546817438       96.1119685480       99.3412584794      101.3327936260      106.7339250470      116.4795476947      118.1004424879      119.0324379490      149.8776054043      162.1874108619
     0.27418615       16.9100225351       17.1528940552       36.8940677321       54.7432088415       54.7454197442       68.4104264556       88.0679411235       98.5987894005      100.3889991047      104.8386675574      116.5288859801      117.9044530341      124.1364091271      149.1177028878      161.7563998251
     0.30845941       27.4813776367       37.8753629027       40.6023550525       57.6208521014       63.9031065437       66.1308276658       90.8793978997       99.3541642643      100.3046045274      105.9462348799      109.8154376929      115.7073729046      140.4930388719      143.4712944803      150.3196533845
     0.34273268       41.4206939247       43.3493717670       57.1097491734       59.8571360625       63.8285238266       76.7370719729       93.0170242202       94.1782002939      100.8578736138      102.9030699417      112.0676134653      113.9580516011      126.1223183677      135.3677446480      148.2254005188
     0.37700595       43.0416869271       52.6454095710       63.1105959829       67.3536081851       68.1033309352       79.6249442643       91.7445660399       98.2061117493       99.5879132316      104.2460581513      106.4601641523      111.3033851563      114.1427696859      130.4320290686      147.0134108361
     0.41127922       44.1316449792       51.7217946580       60.4831445963       68.9243406008       70.8010854011       75.7436262555       91.4456141609       95.2601674577       98.4756467744      104.3059585719      107.1369128220      111.6286418156      112.4876035047      130.3938640727      146.5001207201
     0.44555249       37.5186715841       42.9507688249       55.0339877399       62.0318244711       68.2705239818       78.6323922794       89.7163659750       95.0475405330       99.4832939814      103.6758908965      109.2576355976      112.8392051153      126.8118493841      134.8496205351      147.8928659299
     0.47982575       24.2179025515       40.5091092042       43.0584147755       57.0060684495       63.4277865682       64.1101305298       92.9271215171      100.0398450422      101.0810783390      105.7462426742      111.2008853890      116.2867447146      142.2820638718      143.6445063192      150.3253146569
     0.47982575       37.9590712303       42.9137868632       49.7417680568       50.6086453408       60.5951349670       66.3708684058       95.3572431364       95.5623581178      103.3619747097      107.8415214923      112.2882456765      115.5552715179      132.9473650131      146.0052137786      154.9785555701
     0.51409902       27.4813768099       37.8753651330       40.6023493214       57.6208526186       63.9031136899       66.1308310931       90.8793992442       99.3541672233      100.3046052359      105.9462373209      109.8154321708      115.7073722880      140.4930378403      143.4712952654      150.3196524774
     0.54837229       32.4611672689       32.6306330035       43.4993997048       57.8084516651       72.5059888168       72.7881768441       87.8358408662       91.1721845558       98.5411651341       99.6575301097      110.2273250784      113.9894792093      131.6597905691      142.5005060345      151.8035741188
     0.58264556       37.6393826225       46.4016273180       52.2998328841       60.8955699465       70.0140249742       74.6091813755       89.1986669239       97.4400604161       99.8655935262      105.5743633405      106.3130866481      112.6123568813      125.7272053639      135.5770711123      146.9408287625
     0.61691883       48.2233443827       49.5928773886       64.8532768867       65.8351910230       69.2853059719       75.8655212302       91.0220184895       93.4163250144      100.6496393466      105.1003338069      109.2459163608      111.8353887884      125.3835833783      133.1339972944      137.1978170270
     0.65119210       49.2322202526       55.0165819887       66.4664789319       68.8382521427       71.3939403619       78.8561541741       89.8103405270       94.2391819785       96.9590929183      105.5340478744      107.6388937889      109.5174847055      122.5349311304      128.5397063915      136.2273708462
     0.68546536       46.2662278392       46.3211307127       61.7024519808       70.1779906864       75.6215508243       76.6911931201       84.6099270669       90.6221380335       98.1673800914      103.6345750131      106.3070579317      111.7432067219      125.5019725946      130.0535122495      135.5463000945
     0.71973863       39.9303281159       41.8338747145       56.1006191892       62.5659909956       65.1077359400       78.1903071657       91.6377316182       94.0665219366      100.1407774834      103.1377936733      110.7453271081      113.6827275520      126.7079461668      134.9423657901      148.2192544173
     0.71973863       43.2986419771       44.0428715185       60.8291743932       61.0215870337       66.1400133193       82.0334512292       91.6749499176       97.0884017301      101.1489795096      101.3854162823      106.7887639836      112.4532206646      116.4864335104      132.9740559655      152.8065474671
     0.75401190       41.4206907037       43.3493754612       57.1097552666       59.8571394193       63.8285253375       76.7370712729       93.0170259589       94.1782024415      100.8578736742      102.9030676566      112.0676145219      113.9580505200      126.1223125464      135.3677452774      148.2254025552
     0.78828517       37.6393884222       46.4016259149       52.2998273505       60.8955773056       70.0140300785       74.6091844501       89.1986699152       97.4400623104       99.8655919947      105.5743658271      106.3130862924      112.6123572059      125.7272110677      135.5770695789      146.9408225566
     0.82255844       44.1059193461       45.3395687278       58.7190677860       60.8116806128       70.5121643476       75.7049898041       94.4062559892       98.4089938913       98.6927629153      101.2861702708      108.8880379654      110.3690653791      113.5365857137      135.5007806423      152.9327094292
     0.85683170       43.5301677830       47.9300879957       62.1327056520       67.3605234543       70.8046944437       79.4168917682       91.9630539384       97.2431764419       99.8197359009      104.8218358857      108.6125727274      109.6943408363      113.1696931337      132.1170275307      147.2955042585
     0.89110497       47.1684849511       53.9549049682       64.7628454057       70.8920026817       74.9225298407       83.0396898219       86.6547371664       95.2882383646       98.5093665388      103.4311786980      106.4483456544      109.1307641835      121.8685900769      128.1276817523      136.3716334973
     0.92537824       50.9229553121       55.1065696404       66.3229579442       69.2306109010       70.8560472077       76.0691111909       90.6488787156       94.5108071527       95.7367152364      106.8864457178      108.1934866071      109.3161416769      123.2927351009      128.3385956492      136.0061145575
     0.95965151       43.4260572654       53.3658082409       60.6795518580       68.0934081767       70.4608150510       76.8500006157       91.7900654970       96.2993523108       99.1414322748      104.1049045020      106.4423378332      111.6251902350      113.5912933776      129.9951940847      146.6527008493
     0.95965151       40.4513839429       45.9249096699       67.8960583093       68.9053158824       70.4962984571       75.6382405064       88.9505305506       91.9484839583       99.8775739019      104.5101455284      106.5921440314      110.8610848237      112.8443310281      130.3189267439      149.9451017816
     0.99392478       43.0416873965       52.6454024987       63.1105969555       67.3536108081       68.1033274875       79.6249480638       91.7445706858       98.2061109447       99.5879150090      104.2460567887      106.4601635746      111.3033815068      114.1427658375      130.4320304493      147.0134082983
     1.02819805       48.2233409418       49.5928768787       64.8532830312       65.8351912619       69.2853083182       75.8655219336       91.0220177301       93.4163229824      100.6496396518      105.1003352053      109.2459163812      111.8353866549      125.3835848489      133.1339969583      137.1978166666
     1.06247131       43.5301636855       47.9300851228       62.1327052806       67.3605265047       70.8046967549       79.4169004436       91.9630539025       97.2431745635       99.8197347107      104.8218337675      108.6125768053      109.6943409569      113.1696915039      132.1170263826      147.2955045049
     1.09674458       43.9857028040       49.3956633689       60.4088763046       63.4093371560       67.2217240037       82.7794399894       91.6532481302       95.6677756174      102.1894468998      102.9059090274      105.2000895569      111.4765158890      114.3550688430      135.1616188691      151.6184493589
     1.13101785       44.4237176022       47.1205793255       63.1893273450       66.4667384866       72.6134828893       76.7772806175       91.6020250169       96.9164680383       99.0558007170      106.2424510097      106.8241960045      110.5524670221      112.4653210973      131.8852698356      147.1798781338
     1.16529112       47.1135819914       47.6936363222       63.1452468120       67.9345987198       72.7925341506       76.9069154945       88.0263628266       91.8558148991       99.2054867837      104.1143258333      107.9098429328      111.7630749712      125.4711933063      131.4236357476      136.1749136368
     1.19956439       43.4260572654       53.3658082409       60.6795518580       68.0934081767       70.4608150510       76.8500006157       91.7900654970       96.2993523108       99.1414322748      104.1049045020      106.4423378332      111.6251902350      113.5912933776      129.9951940847      146.6527008493
     1.19956439       45.9298466576       46.3886441993       58.4231139623       59.1446695426       66.2451219710       80.7348264957       92.5715623643       96.9886906771      100.3057567244      103.1747105809      107.9523734832      110.2063124669      117.0547559297      133.5185685363      153.3421616209
     1.23383765       44.1316461651       51.7217954599       60.4831425869       68.9243331000       70.8010910248       75.7436217447       91.4456137410       95.2601647465       98.4756503748      104.3059591240      107.1369139026      111.6286420212      112.4876060745      130.3938615591      146.5001175866
     1.26811092       49.2322168681       55.0165879788       66.4664810540       68.8382480229       71.3939370984       78.8561504086       89.8103385447       94.2391844057       96.9590889398      105.5340521984      107.6388961466      109.5174803097      122.5349312663      128.5397071451      136.2273698124
     1.30238419       47.1684885051       53.9549062689       64.7628540299       70.8919974934       74.9225260988       83.0396864855       86.6547403381       95.2882365632       98.5093664775      103.4311795786      106.4483434311      109.1307602132      121.8685889505      128.1276843794      136.3716339616
     1.33665746       44.4237115475       47.1205662772       63.1893246926       66.4667430562       72.6134911483       76.7772730808       91.6020238043       96.9164686724       99.0557984828      106.2424506662      106.8241912211      110.5524673767      112.4653171300      131.8852734040      147.1798828258
     1.37093073       47.0325863293       47.2523408703       56.5649507322       58.1090297858       69.9236353646       75.8570037536       95.4865043304       98.0645599962      100.7882169286      101.1802534023      108.0371424991      108.5741326249      115.2517115442      135.8253214300      153.4847143279
     1.40520400       36.7587182656       44.5523120480       54.0232676893       60.6347919555       70.2376421903       77.5405601542       88.3655515906       96.5235862665       99.3616238799      104.3646321941      107.4863674614      112.4409089196      126.3806990830      135.1764835722      147.3463732567
     1.43947726       39.9303281159       41.8338747145       56.1006191892       62.5659909956       65.1077359400       78.1903071657       91.6377316182       94.0665219366      100.1407774834      103.1377936733      110.7453271081      113.6827275520      126.7079461668      134.9423657901      148.2192544173
     1.43947726       36.3459238455       40.8118726062       48.5033574905       52.4505227041       63.1574561044       68.2719114302       94.8197160343       97.0494701316      103.3432340567      106.2754986648      111.2795598570      114.3723737726      133.3340673494      145.9505207212      155.0207503061
     1.47375053       37.5186830136       42.9507676248       55.0339879516       62.0318257299       68.2705174641       78.6323933386       89.7163629055       95.0475402659       99.4832909324      103.6758901428      109.2576361811      112.8392054816      126.8118497685      134.8496212576      147.8928679941
     1.50802380       46.2662285280       46.3211277989       61.7024485344       70.1779942017       75.6215521858       76.6911938525       84.6099289319       90.6221349105       98.1673778805      103.6345744698      106.3070588915      111.7432040062      125.5019746249      130.0535112321      135.5462983951
     1.54229707       50.9229594705       55.1065643009       66.3229663100       69.2306116523       70.8560535488       76.0691115820       90.6488794688       94.5108045716       95.7367173477      106.8864448803      108.1934814484      109.3161370205      123.2927336015      128.3385908015      136.0061159002
     1.57657034       47.1135859170       47.6936392035       63.1452375848       67.9345999551       72.7925321416       76.9069124823       88.0263617258       91.8558113932       99.2054854595      104.1143246483      107.9098416338      111.7630732270      125.4711953127      131.4236354651      136.1749128631
     1.61084360       36.7587121768       44.5523078465       54.0232710425       60.6347927962       70.2376385210       77.5405564411       88.3655441926       96.5235877523       99.3616185652      104.3646347067      107.4863641181      112.4409096494      126.3806944580      135.1764873952      147.3463800343
     1.64511687       34.1906196029       36.5708295048       45.6752961515       55.3527646989       67.9702878126       70.7912620924       92.1858158094       96.9232694624       99.6348648605      101.6137976992      112.1972337810      112.8963680901      132.4509070724      144.7801484875      153.4960781245
